text,category,intent,customer_tier,source_channel,sla_hours_remaining,ticket_age_hours,repeat_contact_count,urgency_keyword_score,exclamation_count,all_caps_ratio,customer_sentiment,business_impact,priority
i have to check how long refunds take how can i do it,Returns & Refunds,check_refund_policy,Basic,salesforce,1.3,46.7,0,0,0,0.0,Neutral,Minor,Low
i cannot check if there are any news on the compensation,Returns & Refunds,track_refund,Basic,email,24.1,23.9,0,0,0,0.0,Neutral,Minor,Medium
"I want to see what shipment options I have, how can I do it?",Orders & Shipping,delivery_options,Free,email,-11.6,83.6,0,0,0,0.0,Neutral,Minor,Low
assistance ordering a few ofur article,Orders & Shipping,place_order,Free,email,48.8,23.2,0,0,0,0.0,Neutral,Minor,Low
"I need to leave a review about a product, how to do it?",Customer Feedback,review,Free,zendesk,21.5,50.5,0,0,0,0.0,Neutral,Minor,Low
i have to speak to a eprson,General Inquiries,contact_human_agent,Free,freshdesk,72.0,0.0,0,0,0,0.0,Frustrated,Moderate,High
can I notify of an error with registrations?,Account & Authentication,registration_problems,Basic,website,48.0,0.0,0,0,0,0.0,Neutral,Moderate,Medium
want assistance to retrieve my profile pin,Account & Authentication,recover_password,Pro,freshdesk,4.3,19.7,0,0,0,0.0,Neutral,Minor,Medium
i need assistance to cancel my account,Account & Authentication,delete_account,Basic,website,43.1,4.9,0,1,0,0.0,Frustrated,Moderate,High
in what cases can I request reimbursements?,Returns & Refunds,check_refund_policy,Pro,website,-7.5,31.5,1,0,0,0.0,Neutral,Minor,Medium
where to check your payment modalities?,Billing & Payments,check_payment_methods,Free,freshdesk,48.7,23.3,0,0,0,0.0,Neutral,Minor,Low
subscribing to newsletter,Subscription & Account Management,newsletter_subscription,Free,website,-4.0,76.0,0,0,0,0.0,Neutral,Minor,Low
need to lodge a reclamation,Complaints & Escalations,complaint,Basic,email,48.0,0.0,0,0,0,0.0,Frustrated,Moderate,Medium
would you give me information about my account removal?,Account & Authentication,delete_account,Free,freshdesk,43.0,29.0,0,0,0,0.0,Neutral,Minor,Medium
can you help me chatting with a person?,General Inquiries,contact_human_agent,Basic,email,-13.2,61.2,0,0,0,0.0,Neutral,Minor,Medium
i have problems with opening a account,Account & Authentication,create_account,Free,freshdesk,3.8,68.2,0,0,0,0.0,Frustrated,Moderate,High
can uhelp me to sign up to the newsletter,Subscription & Account Management,newsletter_subscription,Basic,email,19.6,28.4,0,0,0,0.0,Neutral,Minor,Low
how do i create a pro account,Account & Authentication,create_account,Basic,email,48.0,0.0,1,0,0,0.0,Neutral,Minor,Medium
help me to see at what time I can contact customer support,General Inquiries,contact_customer_service,Free,website,-15.3,87.3,0,0,0,0.0,Neutral,Minor,Medium
need help filing a reclamation,Complaints & Escalations,complaint,Basic,email,8.8,39.2,1,0,0,0.0,Frustrated,Moderate,Medium
i need help to cancel a freemium account,Account & Authentication,delete_account,Basic,zendesk,15.6,32.4,0,0,0,0.0,Neutral,Minor,Low
help me to take a quick look at my bill from,Billing & Payments,check_invoice,Free,zendesk,-4.8,76.8,0,0,0,0.0,Frustrated,Moderate,High
wanna know about cancel the subscription to ur newsletter,Subscription & Account Management,newsletter_subscription,Enterprise,website,8.0,0.0,0,0,0,0.0,Neutral,Minor,Medium
wanna shop a few of ur article,Orders & Shipping,place_order,Free,zendesk,28.8,43.2,0,0,0,0.0,Neutral,Minor,Low
I want informatoin about the cancellation of my account,Account & Authentication,delete_account,Basic,zendesk,-13.8,61.8,0,0,0,0.0,Frustrated,Moderate,High
I want help leaving my feedback for your products,Customer Feedback,review,Basic,website,-9.6,57.6,0,0,0,0.0,Neutral,Minor,Low
can you help me opening a pro account?,Account & Authentication,create_account,Free,email,23.2,48.8,0,0,0,0.0,Neutral,Minor,Medium
I do not know what to do to chat with a live agent,General Inquiries,contact_human_agent,Pro,email,7.5,16.5,0,0,0,0.0,Neutral,Minor,Medium
help me checking what hours i can reach customer assistance,General Inquiries,contact_customer_service,Basic,email,-14.0,62.0,1,0,0,0.0,Frustrated,Moderate,High
where to make a consumer claim against your organization?,Complaints & Escalations,complaint,Free,email,-4.5,76.5,0,0,0,0.0,Frustrated,Moderate,High
i can no longer afford order could i cancel it,Orders & Shipping,cancel_order,Free,zendesk,8.3,63.7,0,0,0,0.0,Frustrated,Moderate,High
help me to check in which cases can I request reimbursements,Returns & Refunds,check_refund_policy,Pro,email,-2.0,26.0,1,0,0,0.0,Neutral,Minor,Medium
how do i check order current status,Orders & Shipping,track_order,Basic,salesforce,-0.4,48.4,0,0,0,0.0,Neutral,Minor,Low
I need help lodging an reclamation against your company,Complaints & Escalations,complaint,Pro,zendesk,22.5,1.5,1,0,0,0.0,Frustrated,Moderate,High
I want assistance to modify the shipping addresxs,Orders & Shipping,change_shipping_address,Basic,zendesk,15.5,32.5,0,0,0,0.0,Neutral,Minor,Medium
help me to restore the key of my user,Account & Authentication,recover_password,Free,salesforce,43.4,28.6,1,0,0,0.0,Neutral,Moderate,Medium
i dont know what i need to do to cancel a platinum account,Account & Authentication,delete_account,Pro,website,10.4,13.6,0,0,0,0.0,Frustrated,Moderate,High
information about canceling the newsletter subscription,Subscription & Account Management,newsletter_subscription,Enterprise,zendesk,-1.3,9.3,0,0,0,0.0,Neutral,Minor,Medium
i have got to see in which situations can i request a refund,Returns & Refunds,check_refund_policy,Basic,email,-17.3,65.3,1,0,0,0.0,Neutral,Minor,Medium
I need assistance to remove my standard account,Account & Authentication,delete_account,Pro,salesforce,22.6,1.4,1,0,0,0.0,Frustrated,Moderate,High
is it possible to see the cancellation fees?,Returns & Refunds,check_cancellation_fee,Free,website,61.8,10.2,0,0,0,0.0,Neutral,Minor,Medium
how can i speakto customer assistance,General Inquiries,contact_customer_service,Free,salesforce,29.8,42.2,0,0,0,0.0,Neutral,Minor,Low
I don't know how to unsubscribe from the goddamn newsletter,Subscription & Account Management,newsletter_subscription,Free,freshdesk,-8.1,80.1,1,0,0,0.0,Frustrated,Moderate,High
help to check the available payment methods,Billing & Payments,check_payment_methods,Pro,email,-3.5,27.5,1,0,0,0.0,Neutral,Minor,Medium
ya are not helpful could i speak with a fucking human agent,General Inquiries,contact_human_agent,Basic,email,25.4,22.6,0,0,0,0.0,Frustrated,Moderate,High
"I have to check the early exit charge, I need help",Returns & Refunds,check_cancellation_fee,Free,zendesk,38.7,33.3,0,0,0,0.0,Frustrated,Moderate,Medium
I do not know how I can subscribe to your company newsletter,Subscription & Account Management,newsletter_subscription,Basic,freshdesk,-15.7,63.7,2,0,0,0.0,Frustrated,Minor,Medium
what do I need to do to subscribe to the newsletter?,Subscription & Account Management,newsletter_subscription,Free,freshdesk,55.7,16.3,0,0,0,0.0,Neutral,Minor,Low
can I see what payment methods are available?,Billing & Payments,check_payment_methods,Pro,website,-1.3,25.3,3,0,0,0.0,Neutral,Minor,Low
i have to see how long refunds take how do i do it,Returns & Refunds,check_refund_policy,Free,email,47.3,24.7,1,0,0,0.0,Neutral,Minor,Medium
is there an e-mail to send an opinion about your products?,Customer Feedback,review,Free,zendesk,34.8,37.2,0,0,0,0.0,Neutral,Minor,Low
"I need to leave a review about a product, how to do it?",Customer Feedback,review,Basic,website,-49.2,97.2,0,0,0,0.0,Neutral,Minor,Low
need assistance speaking to a hujan agent,General Inquiries,contact_human_agent,Free,freshdesk,48.1,23.9,0,0,0,0.0,Neutral,Minor,Low
I need to talk with bloody customer support,General Inquiries,contact_customer_service,Free,zendesk,-29.6,101.6,0,0,0,0.0,Frustrated,Moderate,Medium
I want to cancel my subscription to the newsletter,Subscription & Account Management,newsletter_subscription,Free,freshdesk,36.0,36.0,0,1,0,0.0,Neutral,Minor,Low
want assistance checking the cancellation fees,Returns & Refunds,check_cancellation_fee,Free,email,48.8,23.2,0,0,0,0.0,Neutral,Minor,Low
I want help to see what bloody payment options are accepted,Billing & Payments,check_payment_methods,Basic,freshdesk,-2.3,50.3,0,0,0,0.0,Frustrated,Moderate,High
how to inform of an sign-up error,Account & Authentication,registration_problems,Free,email,72.0,0.0,0,0,0,0.0,Neutral,Moderate,Medium
need help checking whay hours I can reach customer support,General Inquiries,contact_customer_service,Free,email,-14.1,86.1,0,0,0,0.0,Frustrated,Minor,Medium
I have to subscribe to your newsletter,Subscription & Account Management,newsletter_subscription,Free,freshdesk,-13.2,85.2,0,0,0,0.0,Neutral,Minor,Low
help me cancel the subscription to ur newsletter,Subscription & Account Management,newsletter_subscription,Basic,freshdesk,48.0,0.0,0,0,0,0.0,Neutral,Minor,Low
switch to another user,Account & Authentication,switch_account,Pro,zendesk,11.6,12.4,1,0,0,0.0,Neutral,Minor,Medium
need help shopping a few of ur item,Orders & Shipping,place_order,Free,email,-4.1,76.1,0,0,0,0.0,Neutral,Minor,Low
I want a pro account,Account & Authentication,create_account,Free,freshdesk,36.3,35.7,0,0,0,0.0,Neutral,Moderate,Medium
see at what time i can call customer support,General Inquiries,contact_customer_service,Pro,zendesk,22.0,2.0,0,0,0,0.0,Neutral,Minor,Low
could i unsubscribe from the newsletter,Subscription & Account Management,newsletter_subscription,Free,email,4.5,67.5,0,0,0,0.0,Neutral,Minor,Low
want help to check what hours i cancall customer service,General Inquiries,contact_customer_service,Pro,freshdesk,15.2,8.8,1,0,0,0.0,Neutral,Minor,Low
what do i need to do to leave some feedback,Customer Feedback,review,Pro,salesforce,8.2,15.8,0,0,0,0.0,Positive,Minor,Low
how can i get information about my pass reset,Account & Authentication,recover_password,Pro,email,-6.8,30.8,0,0,0,0.0,Frustrated,Moderate,Medium
i have to list ur accepted payment options how to do it,Billing & Payments,check_payment_methods,Basic,website,-7.0,55.0,0,0,0,0.0,Neutral,Minor,Low
there is an error trying to update my address,Orders & Shipping,change_shipping_address,Basic,email,-1.1,49.1,0,0,0,0.0,Frustrated,Moderate,High
I don't know how to call bloody customer support,General Inquiries,contact_customer_service,Basic,website,10.7,37.3,1,0,0,0.0,Frustrated,Minor,Low
help me canceling the newsletter subscription,Subscription & Account Management,newsletter_subscription,Basic,freshdesk,5.8,42.2,0,0,0,0.0,Neutral,Minor,Low
can you help me leaving my feedback for a product?,Customer Feedback,review,Pro,email,3.8,20.2,0,0,0,0.0,Neutral,Minor,Low
I don't know how I could chat with a goddamn human agent,General Inquiries,contact_human_agent,Pro,salesforce,24.0,0.0,0,0,0,0.0,Frustrated,Moderate,Medium
can you help me leave a comment about a service?,Customer Feedback,review,Basic,freshdesk,1.5,46.5,0,0,0,0.0,Neutral,Minor,Low
in what cases can I ask to be reimbursed?,Returns & Refunds,check_refund_policy,Basic,email,40.2,7.8,0,0,0,0.0,Neutral,Minor,Medium
i cannot find the early termination fees,Returns & Refunds,check_cancellation_fee,Free,website,-6.1,78.1,1,0,0,0.0,Frustrated,Moderate,High
i do not knowhow i can list the payment options,Billing & Payments,check_payment_methods,Pro,website,-8.5,32.5,0,0,0,0.0,Neutral,Minor,Medium
information about canceling the newsletter subscription,Subscription & Account Management,newsletter_subscription,Basic,zendesk,48.0,0.0,0,0,0,0.0,Neutral,Minor,Low
tell me at what time customer service available is,General Inquiries,contact_customer_service,Basic,email,19.9,28.1,0,0,0,0.0,Neutral,Minor,Low
want assistance lodging a reclamation,Complaints & Escalations,complaint,Free,freshdesk,60.2,11.8,0,0,0,0.0,Frustrated,Moderate,Medium
I do not know what to do to talk to customer service,General Inquiries,contact_customer_service,Free,zendesk,40.8,31.2,0,0,0,0.0,Neutral,Minor,Medium
i want assistance checking what paytment methods ya accept,Billing & Payments,check_payment_methods,Free,email,43.7,28.3,0,0,0,0.0,Neutral,Minor,Low
help to check what hours I can call customer support,General Inquiries,contact_customer_service,Free,zendesk,35.0,37.0,1,0,0,0.0,Neutral,Minor,Low
I need to see how soon can I expect my purchase,Orders & Shipping,delivery_period,Pro,freshdesk,10.6,13.4,0,0,0,0.0,Neutral,Minor,Medium
"I want to see my reimbursement current status, help me",Returns & Refunds,track_refund,Basic,email,24.0,24.0,0,0,0,0.0,Neutral,Minor,Low
I try to check what hours I can call customer support,General Inquiries,contact_customer_service,Free,email,-18.2,90.2,0,0,0,0.0,Neutral,Minor,Low
help to acquire some products,Orders & Shipping,place_order,Pro,website,11.6,12.4,1,0,0,0.0,Neutral,Minor,Medium
i do not know what to do to contact an assistant,General Inquiries,contact_human_agent,Free,website,-4.1,76.1,0,0,0,0.0,Neutral,Minor,Low
help me check at what time i can contact cuswtomer support,General Inquiries,contact_customer_service,Pro,zendesk,-5.7,29.7,0,0,0,0.0,Neutral,Minor,Medium
help me checking what hours I can call customer support,General Inquiries,contact_customer_service,Free,freshdesk,35.2,36.8,0,0,0,0.0,Neutral,Minor,Low
I don't know how I could leave a comment about a service,Customer Feedback,review,Basic,salesforce,-12.7,60.7,0,0,0,0.0,Frustrated,Minor,Medium
can i check how long it takes for my delivery to arrive,Orders & Shipping,delivery_period,Basic,email,-18.4,66.4,0,0,0,0.0,Neutral,Minor,Medium
i need information about the cancellation of a gold acocunt,Account & Authentication,delete_account,Free,email,16.4,55.6,1,0,0,0.0,Neutral,Moderate,Medium
what do I need to do to download my invoice #37777?,Billing & Payments,get_invoice,Pro,website,-8.1,32.1,1,0,0,0.0,Frustrated,Moderate,High
how do i unsubscribe fromur corporate newsletter,Subscription & Account Management,newsletter_subscription,Basic,zendesk,-3.1,51.1,0,0,0,0.0,Neutral,Minor,Medium
i wnt help swapping several items of order,Orders & Shipping,change_order,Free,email,27.6,44.4,0,0,0,0.0,Neutral,Minor,Medium
I need help to restore my user key,Account & Authentication,recover_password,Basic,freshdesk,-18.3,66.3,0,0,0,0.0,Frustrated,Moderate,High
"I haven't signed up, I need to create a account",Account & Authentication,create_account,Basic,email,24.6,23.4,0,0,0,0.0,Neutral,Minor,Low
i have lost my pass what do i need to do to recover it,Account & Authentication,recover_password,Free,email,-20.0,92.0,1,0,0,0.0,Frustrated,Moderate,High
need assistance to talk with an agent,General Inquiries,contact_human_agent,Pro,website,-6.5,30.5,1,0,0,0.0,Frustrated,Moderate,High
help me seeing what hours customer service available is,General Inquiries,contact_customer_service,Free,salesforce,-27.8,99.8,1,0,0,0.0,Neutral,Minor,Low
i lost the pass of my user how do i recover it,Account & Authentication,recover_password,Free,email,7.3,64.7,0,0,0,0.0,Neutral,Minor,Medium
what do i have to do to see ur money back guarantee,Returns & Refunds,check_refund_policy,Enterprise,email,1.0,7.0,0,0,0,0.0,Neutral,Moderate,Medium
can uhelp me requesting reimbursements of my money,Returns & Refunds,get_refund,Basic,email,-19.5,67.5,0,0,0,0.0,Frustrated,Moderate,High
I want help to make a customer claim against your busines,Complaints & Escalations,complaint,Pro,freshdesk,17.7,6.3,2,0,0,0.0,Frustrated,Moderate,High
can you help me check in which cases can I request a refund?,Returns & Refunds,check_refund_policy,Basic,freshdesk,3.8,44.2,1,0,0,0.0,Neutral,Minor,Medium
is it possible to reset my user account key?,Account & Authentication,recover_password,Basic,zendesk,-11.0,59.0,0,0,0,0.0,Neutral,Minor,Low
"I want to write a comment, I need assistance",Customer Feedback,review,Pro,zendesk,-3.5,27.5,0,0,0,0.0,Neutral,Minor,Medium
what do I have to do to make a customer complaint?,Complaints & Escalations,complaint,Free,email,38.9,33.1,0,0,0,0.0,Frustrated,Minor,Medium
I want assistance to make an customer reclamation,Complaints & Escalations,complaint,Free,website,56.4,15.6,0,0,0,0.0,Frustrated,Moderate,High
i try to purchase some of ur product,Orders & Shipping,place_order,Pro,freshdesk,24.0,0.0,1,0,0,0.0,Frustrated,Moderate,High
what do I have to do to notify of registration issues?,Account & Authentication,registration_problems,Free,salesforce,7.8,64.2,1,0,0,0.0,Frustrated,Moderate,High
help me see ur money back guarantee,Returns & Refunds,check_refund_policy,Free,salesforce,-1.5,73.5,0,0,0,0.0,Frustrated,Moderate,Medium
"I have got to talk with customer support, I need assistance",General Inquiries,contact_customer_service,Basic,zendesk,22.0,26.0,0,0,0,0.0,Neutral,Minor,Medium
can ya help me speak toan agent,General Inquiries,contact_human_agent,Basic,website,-4.3,52.3,0,0,0,0.0,Neutral,Minor,High
i do not know how to recover the pin of my user profile,Account & Authentication,recover_password,Basic,website,33.0,15.0,0,0,0,0.0,Neutral,Minor,Medium
help me to lodge a complaint against your business,Complaints & Escalations,complaint,Basic,website,9.4,38.6,1,0,0,0.0,Angry,Moderate,High
"I don't want my account, how could I close it?",Account & Authentication,delete_account,Basic,website,25.3,22.7,0,0,0,0.0,Neutral,Minor,Medium
is it possible to shop a few of your item?,Orders & Shipping,place_order,Free,salesforce,72.0,0.0,0,0,0,0.0,Neutral,Minor,Low
I need to check the withdrawal penalties,Returns & Refunds,check_cancellation_fee,Pro,email,4.2,19.8,1,0,0,0.0,Neutral,Minor,Medium
I have got to notify of troubles with payments,Billing & Payments,payment_issue,Basic,website,48.0,0.0,0,0,0,0.0,Frustrated,Moderate,High
I need help to change to the account,Account & Authentication,switch_account,Pro,email,-10.3,34.3,0,0,0,0.0,Frustrated,Moderate,High
I am trying to see what hours I can reach customer service,General Inquiries,contact_customer_service,Free,email,72.0,0.0,1,0,0,0.0,Neutral,Minor,Low
I try to delete a fucking standard account,Account & Authentication,delete_account,Free,website,17.9,54.1,0,0,0,0.0,Angry,Moderate,High
I am trying to see how soon can I expect the shipment,Orders & Shipping,delivery_period,Basic,website,-1.6,49.6,0,0,0,0.0,Frustrated,Moderate,High
I am trying to submit feedback about a product,Customer Feedback,review,Basic,freshdesk,12.7,35.3,0,0,0,0.0,Neutral,Minor,Low
wanna cancel my subscription to the company newsletter,Subscription & Account Management,newsletter_subscription,Pro,email,12.6,11.4,0,1,0,0.0,Neutral,Minor,Low
is it possible to crewate a gold account,Account & Authentication,create_account,Basic,website,12.1,35.9,1,0,0,0.0,Frustrated,Moderate,Medium
I need assistance checking the status of the restitution,Returns & Refunds,track_refund,Pro,zendesk,24.0,0.0,1,0,0,0.0,Neutral,Minor,Medium
how do I order somearticles?,Orders & Shipping,place_order,Free,zendesk,38.4,33.6,1,0,0,0.0,Neutral,Minor,Low
I have a question about the removal of a premium account,Account & Authentication,delete_account,Enterprise,website,8.0,0.0,0,0,0,0.0,Neutral,Moderate,Medium
how can I open a platinum account?,Account & Authentication,create_account,Free,zendesk,-6.2,78.2,0,0,0,0.0,Neutral,Moderate,Medium
how can i notify of an issue with a signup,Account & Authentication,registration_problems,Free,zendesk,72.0,0.0,0,0,0,0.0,Neutral,Minor,Medium
help me contact customer assistance,General Inquiries,contact_customer_service,Enterprise,website,-0.4,8.4,0,0,0,0.0,Frustrated,Moderate,High
"I am not happy with your work, lodge a consumer reclamation",Complaints & Escalations,complaint,Enterprise,email,8.0,0.0,0,0,0,0.0,Angry,Severe,High
what do I need to do to download the bill #00108?,Billing & Payments,get_invoice,Free,email,59.8,12.2,1,0,0,0.0,Neutral,Minor,Medium
i cnt cancel my company newsletter subscription,Subscription & Account Management,newsletter_subscription,Basic,freshdesk,45.8,2.2,0,1,0,0.0,Frustrated,Moderate,High
assistance updating the info included on my user account,Account & Authentication,edit_account,Free,website,-4.7,76.7,0,0,0,0.0,Neutral,Minor,Low
I want to acquire several of your product,Orders & Shipping,place_order,Free,freshdesk,-2.9,74.9,0,0,0,0.0,Frustrated,Moderate,High
how can I check how long it takes for my parcel to arrive?,Orders & Shipping,delivery_period,Free,website,-6.2,78.2,0,0,0,0.0,Neutral,Minor,Low
I want help to submit feedback for your company,Customer Feedback,review,Free,freshdesk,11.0,61.0,2,0,0,0.0,Neutral,Minor,Low
need to see what hours customer assistance available is,General Inquiries,contact_customer_service,Free,website,-26.6,98.6,1,0,0,0.0,Neutral,Minor,Low
i cannot pay i have to report goddamn payment issues,Billing & Payments,payment_issue,Free,freshdesk,60.1,11.9,0,0,0,0.0,Angry,Severe,Urgent
is it possible to send some feedback about your company?,Customer Feedback,review,Free,email,17.1,54.9,0,0,0,0.0,Neutral,Minor,Low
"I want to check the available payment methods, help me",Billing & Payments,check_payment_methods,Pro,email,-1.0,25.0,0,0,0,0.0,Neutral,Minor,Low
could you help me use the gold profile?,Account & Authentication,switch_account,Free,freshdesk,43.4,28.6,0,0,0,0.0,Neutral,Minor,Medium
I want help to file a reclamation against your company,Complaints & Escalations,complaint,Free,website,-2.9,74.9,0,0,0,0.0,Frustrated,Severe,High
I try to cancel the subscription to your newsletter,Subscription & Account Management,newsletter_subscription,Pro,email,20.5,3.5,1,0,0,0.0,Frustrated,Moderate,Medium
I need assistance to create a standard account,Account & Authentication,create_account,Free,freshdesk,43.7,28.3,0,0,0,0.0,Neutral,Minor,Low
can you help me cancelling my newsletter subscription?,Subscription & Account Management,newsletter_subscription,Free,zendesk,72.0,0.0,0,1,0,0.0,Neutral,Minor,Low
help me to check the sxtatus of my reimbursement,Returns & Refunds,track_refund,Free,email,34.4,37.6,0,0,0,0.0,Neutral,Minor,Low
"I want to see the payment methods, help me",Billing & Payments,check_payment_methods,Basic,email,33.0,15.0,0,0,0,0.0,Neutral,Minor,Low
help to get in touch with customer support,General Inquiries,contact_customer_service,Free,website,41.2,30.8,1,0,0,0.0,Neutral,Minor,Low
I do not know how I could leave a comment for your sevrices,Customer Feedback,review,Enterprise,salesforce,-1.9,9.9,1,0,0,0.0,Frustrated,Minor,High
correcting information on freemium account,Account & Authentication,edit_account,Basic,zendesk,-42.6,90.6,1,0,0,0.0,Frustrated,Moderate,High
i try to speak to customer service,General Inquiries,contact_customer_service,Basic,email,40.1,7.9,1,0,0,0.0,Neutral,Minor,Medium
I'm trying to cancel the account,Account & Authentication,delete_account,Free,website,-9.9,81.9,0,0,0,0.0,Frustrated,Moderate,High
assistance to add a damn article to order,Orders & Shipping,change_order,Basic,email,-2.4,50.4,0,0,0,0.0,Frustrated,Moderate,High
i need assistance talking to a person,General Inquiries,contact_human_agent,Free,salesforce,-33.7,105.7,2,0,0,0.0,Frustrated,Moderate,High
open a premium acount for my dad,Account & Authentication,create_account,Free,website,21.6,50.4,0,0,0,0.0,Neutral,Moderate,Medium
i try to edit the data on my user account,Account & Authentication,edit_account,Basic,email,4.1,43.9,0,0,0,0.0,Neutral,Minor,Medium
need to notify of an issue with registrations,Account & Authentication,registration_problems,Free,freshdesk,-30.5,102.5,0,0,0,0.0,Frustrated,Moderate,High
I try to submit some feedback for your company,Customer Feedback,review,Pro,email,22.3,1.7,1,0,0,0.0,Neutral,Minor,Low
help me chat with someone,General Inquiries,contact_human_agent,Free,website,-17.1,89.1,0,0,0,0.0,Frustrated,Minor,Medium
"I have got to shop some of your article, how do I do it?",Orders & Shipping,place_order,Pro,website,11.4,12.6,0,0,0,0.0,Neutral,Minor,Medium
is there a section to leave a comment for a product?,Customer Feedback,review,Pro,freshdesk,-4.0,28.0,1,0,0,0.0,Neutral,Minor,Low
could you help me leaving an opinion about a product?,Customer Feedback,review,Basic,email,-13.6,61.6,0,0,0,0.0,Neutral,Minor,Low
i dont knwo how i can cancel purchase,Orders & Shipping,cancel_order,Free,website,2.2,69.8,0,0,0,0.0,Frustrated,Moderate,High
can you help me obtaining refunds?,Returns & Refunds,get_refund,Basic,website,-18.8,66.8,0,0,0,0.0,Frustrated,Moderate,High
wanna know more about cancelling the newsletter sjbscription,Subscription & Account Management,newsletter_subscription,Basic,salesforce,48.0,0.0,1,1,0,0.0,Neutral,Minor,Medium
i have troubles entering my delivery address,Orders & Shipping,set_up_shipping_address,Free,salesforce,34.6,37.4,0,0,0,0.0,Frustrated,Moderate,High
i dont know what i have to do to obtain a compensation,Returns & Refunds,get_refund,Pro,website,-10.9,34.9,0,0,0,0.0,Frustrated,Moderate,High
i want help towrite a comment for ur services,Customer Feedback,review,Free,email,-23.9,95.9,1,0,0,0.0,Neutral,Minor,Low
